pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-150,z,5,3,23,3,,,,,61.77906054101186,62.76262512500398,62.76262512500398,62.76262512500398,62.76262512500398,62.77927287502098,63.7793544580054,63.7793544580054,z,1,0.3046672090131324,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,6,0,24,0,,,,,64.11233025000547,65.1128790829971,65.1128790829971,65.1128790829971,65.1128790829971,65.1128790829971,66.11253829102498,66.11253829102498,x,1,0.26650004100520164,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,6,1,25,1,,,,,66.3959100000211,67.37973995800712,67.37973995800712,67.37973995800712,67.37973995800712,67.3968304580194,68.37912537500961,68.37912537500961,v,1,0.2816917920135893,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,6,2,26,2,,,,,68.67936791601824,69.6628409580153,69.6628409580153,69.6628409580153,69.6628409580153,69.67980275000446,70.66262429099879,70.66262429099879,c,1,0.6929930420010351,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,6,3,27,3,,,,,71.3790508750244,72.37930850000703,72.37930850000703,72.37930850000703,72.37930850000703,72.37930850000703,73.37916808301816,73.37916808301816,z,1,0.693259042018326,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,7,0,28,0,,,,,74.09617487501237,75.07947825000156,75.07947825000156,75.07947825000156,75.07947825000156,75.09639470800175,76.07947516601416,76.07947516601416,x,1,0.5957581670081709,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,7,1,29,1,,,,,76.69621966601699,77.67990316601936,77.67990316601936,77.67990316601936,77.67990316601936,77.6966170000087,78.69601183300256,78.69601183300256,v,1,0.3056827500113286,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,7,2,30,2,,,,,79.02950250002323,80.02980458299862,80.02980458299862,80.02980458299862,80.02980458299862,80.02980458299862,81.01317000002018,81.01317000002018,c,1,0.4124195000040345,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,7,3,31,3,,,,,81.4460356660129,82.44672700000228,82.44672700000228,82.44672700000228,82.44672700000228,82.44672700000228,83.44627004102222,83.44627004102222,z,1,0.466612709016772,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,8,0,32,0,,,,,83.92955333300051,84.91324500000337,84.91324500000337,84.91324500000337,84.91324500000337,84.92985941600637,85.9136083330086,85.9136083330086,x,1,0.45456983300391585,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,8,1,33,1,,,,,86.3965047080128,87.39642220802489,87.39642220802489,87.39642220802489,87.39642220802489,87.39642220802489,88.38007095802459,88.38007095802459,v,1,0.5117966250109021,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,8,2,34,2,,,,,88.9131251660001,89.8966220410075,89.8966220410075,89.8966220410075,89.8966220410075,89.91335625000647,90.89680620800937,90.89680620800937,c,1,0.7177547499886714,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,8,3,35,3,,,,,91.64632966602221,92.64735600000131,92.64735600000131,92.64735600000131,92.64735600000131,92.64735600000131,93.63014900000417,93.63014900000417,z,1,0.5367815830104519,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,9,0,36,0,,,,,94.19646329100942,95.18008099999861,95.18008099999861,95.18008099999861,95.18008099999861,95.19705691601848,96.19656766601838,96.19656766601838,x,1,0.48687695898115635,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,9,1,37,1,,,,,96.71304770800634,97.714199250011,97.714199250011,97.714199250011,97.714199250011,97.714199250011,98.71374612502404,98.71374612502404,v,1,0.4586688330164179,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,9,2,38,2,,,,,99.19688625002163,100.1804580410244,100.1804580410244,100.1804580410244,100.1804580410244,100.19733900000574,101.19665387499845,101.19665387499845,c,1,0.5996688330196775,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,9,3,39,3,,,,,101.81371750001563,102.79730216600001,102.79730216600001,102.79730216600001,102.79730216600001,102.81402887500008,103.81372991600074,103.81372991600074,z,1,0.24614270802703686,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,10,0,40,0,,,,,104.08020475000376,105.08058741601417,105.08058741601417,105.08058741601417,105.08058741601417,105.08058741601417,106.06361287500476,106.06361287500476,x,1,0.47174037498189136,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,10,1,41,1,,,,,106.5638047910179,107.5642086250009,107.5642086250009,107.5642086250009,107.5642086250009,107.5642086250009,108.54719316601404,108.54719316601404,v,1,0.26599270800943486,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,10,2,42,2,,,,,108.83027875001426,109.83056891601882,109.83056891601882,109.83056891601882,109.83056891601882,109.83056891601882,110.81406783300918,110.81406783300918,c,1,0.3993834579887334,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,10,3,43,3,,,,,111.23056291602552,112.21583054101211,112.21583054101211,112.21583054101211,112.21583054101211,112.23100166601944,113.23068416601745,113.23068416601745,z,1,0.6247870420047548,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,11,0,44,0,,,,,113.8807948330068,114.88118258301984,114.88118258301984,114.88118258301984,114.88118258301984,114.88118258301984,115.88075441602268,115.88075441602268,x,1,0.7932817919936497,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,11,1,45,1,,,,,116.69707008299883,117.68063233300927,117.68063233300927,117.68063233300927,117.68063233300927,117.69748608302325,118.68092687500757,118.68092687500757,v,1,0.594671916012885,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,11,2,46,2,,,,,119.2970397080062,120.28095591600868,120.28095591600868,120.28095591600868,120.28095591600868,120.29763329101843,121.29808487501577,121.29808487501577,c,1,0.9395834579772782,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,11,3,47,3,,,,,122.26419250000617,123.24742904101731,123.24742904101731,123.24742904101731,123.24742904101731,123.26473983301548,124.24764737501391,124.24764737501391,z,1,0.38487762497970834,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,12,0,48,0,,,,,124.66430645799846,125.64766875002533,125.64766875002533,125.64766875002533,125.64766875002533,125.66484404102084,126.66415070800576,126.66415070800576,x,1,0.5260686670080759,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,12,1,49,1,,,,,127.2143997910025,128.19789408301585,128.19789408301585,128.19789408301585,128.19789408301585,128.21465662500123,129.1979093750124,129.1979093750124,v,1,0.34348716601380147,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,12,2,50,2,,,,,129.56436208300875,130.5480535000097,130.5480535000097,130.5480535000097,130.5480535000097,130.56484454101883,131.54752304102294,131.54752304102294,c,1,0.3835272080032155,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,12,3,51,3,,,,,131.9478252910194,132.93169825000223,132.93169825000223,132.93169825000223,132.93169825000223,132.94824483300908,133.9312730829988,133.9312730829988,x,0,0.3353573330095969,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,13,0,52,0,,,,,134.29776445802418,135.29821529099718,135.29821529099718,135.29821529099718,135.29821529099718,135.29821529099718,136.28131445799954,136.28131445799954,x,1,1.0582510830136016,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,13,1,53,1,,,,,137.3647451660072,138.36534695801674,138.36534695801674,138.36534695801674,138.36534695801674,138.36534695801674,139.3646150410059,139.3646150410059,v,1,0.6536900420032907,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,13,2,54,2,,,,,140.04793325002538,141.04849304101663,141.04849304101663,141.04849304101663,141.04849304101663,141.04849304101663,142.0480897500238,142.0480897500238,c,1,0.8337265830195975,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,13,3,55,3,,,,,142.89838025000063,143.89847300000838,143.89847300000838,143.89847300000838,143.89847300000838,143.89847300000838,144.89805804099888,144.89805804099888,z,1,0.4370419589977246,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,14,0,56,0,,,,,145.3649635000038,146.3652373329969,146.3652373329969,146.3652373329969,146.3652373329969,146.3652373329969,147.364827833022,147.364827833022,x,1,0.4989539579837583,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,14,1,57,1,,,,,147.88164475001395,148.86539945800905,148.86539945800905,148.86539945800905,148.86539945800905,148.88203975002398,149.86487833299907,149.86487833299907,v,1,0.6159488749981392,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,14,2,58,2,,,,,150.4987286250107,151.49852420800016,151.49852420800016,151.49852420800016,151.49852420800016,151.49852420800016,152.49850795802195,152.49850795802195,c,1,0.7275877920037601,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,14,3,59,3,,,,,153.24901508301264,154.23268633300904,154.23268633300904,154.23268633300904,154.23268633300904,154.24876054099877,155.2320061250066,155.2320061250066,z,1,0.38502600000356324,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,15,0,60,0,,,,,155.64839583300636,156.6490409580001,156.6490409580001,156.6490409580001,156.6490409580001,156.6490409580001,157.64853612502338,157.64853612502338,x,1,0.41721591699752025,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,15,1,61,1,,,,,158.09815095801605,159.09875433301204,159.09875433301204,159.09875433301204,159.09875433301204,159.09875433301204,160.08195791600156,160.08195791600156,v,1,0.5508389160095248,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,15,2,62,2,,,,,160.66548275001696,161.64883908300544,161.64883908300544,161.64883908300544,161.64883908300544,161.6658047500241,162.66529187501874,162.66529187501874,x,0,0.2685896669863723,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,15,3,63,3,,,,,162.94868195801973,163.94886437500827,163.94886437500827,163.94886437500827,163.94886437500827,163.94886437500827,164.94875366601627,164.94875366601627,z,1,0.5675947919953614,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,16,0,64,0,,,,,165.54839966600412,166.548818958021,166.548818958021,166.548818958021,166.548818958021,166.548818958021,167.54892304100213,167.54892304100213,x,1,0.6703761660028249,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,16,1,65,1,,,,,168.2488967080135,169.2326823330077,169.2326823330077,169.2326823330077,169.2326823330077,169.24944483302534,170.2321304580255,170.2321304580255,v,1,0.3355157090118155,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,16,2,66,2,,,,,170.5988231660158,171.59910558300908,171.59910558300908,171.59910558300908,171.59910558300908,171.59910558300908,172.5825892080029,172.5825892080029,c,1,0.5918039589887485,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,16,3,67,3,,,,,173.19905495800776,174.19921062502544,174.19921062502544,174.19921062502544,174.19921062502544,174.19921062502544,175.20007137500215,175.20007137500215,z,1,0.42724887499934994,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,17,0,68,0,,,,,175.64907133299857,176.63263487501536,176.63263487501536,176.63263487501536,176.63263487501536,176.6495350410114,177.63257158300257,177.63257158300257,x,1,0.5936706670036074,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,17,1,69,1,,,,,178.24904941601562,179.23255454099854,179.23255454099854,179.23255454099854,179.23255454099854,179.2494072499976,180.23257129100966,180.23257129100966,v,1,0.3895912090083584,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,17,2,70,2,,,,,180.6492900000012,181.64975304101245,181.64975304101245,181.64975304101245,181.64975304101245,181.64975304101245,182.63256983301835,182.63256983301835,c,1,0.6295967089827172,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,17,3,71,3,,,,,183.2825552500144,184.2828790830099,184.2828790830099,184.2828790830099,184.2828790830099,184.2828790830099,185.26762512500864,185.26762512500864,z,1,0.4605985830130521,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,18,0,72,0,,,,,185.7493347080017,186.74945550001576,186.74945550001576,186.74945550001576,186.74945550001576,186.74945550001576,187.749651250022,187.749651250022,x,1,0.3461406670103315,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,18,1,73,1,,,,,188.11608100001467,189.11633420802536,189.11633420802536,189.11633420802536,189.11633420802536,189.11633420802536,190.0999832500238,190.0999832500238,v,1,0.5667332080192864,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,18,2,74,2,,,,,190.69955658301478,191.69998725000187,191.69998725000187,191.69998725000187,191.69998725000187,191.69998725000187,192.68317987502087,192.68317987502087,c,1,0.5310695840162225,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,18,3,75,3,,,,,193.23311304100207,194.23314937500982,194.23314937500982,194.23314937500982,194.23314937500982,194.23314937500982,195.23279750000802,195.23279750000802,z,1,0.5254453750094399,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,19,0,76,0,,,,,195.78304650000064,196.7840328750026,196.7840328750026,196.7840328750026,196.7840328750026,196.7840328750026,197.76680925002438,197.76680925002438,x,1,0.43292991700582206,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,19,1,77,1,,,,,198.21670316602103,199.20070933300303,199.20070933300303,199.20070933300303,199.20070933300303,199.2175502910104,200.2001924580254,200.2001924580254,v,1,1.0000544170034118,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,19,2,78,2,,,,,201.21700045801117,202.20142420800403,202.20142420800403,202.20142420800403,202.20142420800403,202.21776175001287,203.2165569580102,203.2165569580102,c,1,0.40780879199155606,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,19,3,79,3,,,,,203.64949166600127,204.63348475002567,204.63348475002567,204.63348475002567,204.63348475002567,204.6503766250098,205.63356695801485,205.63356695801485,z,1,0.6101828330138233,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,20,0,80,0,,,,,206.26658495800802,207.2669617080246,207.2669617080246,207.2669617080246,207.2669617080246,207.2669617080246,208.26702183301677,208.26702183301677,x,1,0.43802716600475833,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,20,1,81,1,,,,,208.73310037501506,209.73386850001407,209.73386850001407,209.73386850001407,209.73386850001407,209.73386850001407,210.71661387500353,210.71661387500353,v,1,0.705223916011164,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,20,2,82,2,,,,,211.4503525000182,212.4510640410008,212.4510640410008,212.4510640410008,212.4510640410008,212.4510640410008,213.43352295801742,213.43352295801742,c,1,0.34858066600281745,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,20,3,83,3,,,,,213.80033816600917,214.78384470799938,214.78384470799938,214.78384470799938,214.78384470799938,214.8005215410085,215.78425741600222,215.78425741600222,z,1,0.45572500000707805,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,21,0,84,0,,,,,216.26704400000744,217.250894583005,217.250894583005,217.250894583005,217.250894583005,217.26765300001716,218.26734537500306,218.26734537500306,x,1,0.4756657090038061,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,21,1,85,1,,,,,218.76741166602005,219.7509661250224,219.7509661250224,219.7509661250224,219.7509661250224,219.76756175002083,220.75095587500255,220.75095587500255,v,1,0.5412789169931784,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
50,c,21,2,86,2,,,,,221.3174781250127,222.3009602079983,222.3009602079983,222.3009602079983,222.3009602079983,222.31740637501935,223.30068054099684,223.30068054099684,c,1,1.285236708004959,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-150,z,21,3,87,3,,,,,224.61718112500967,225.60126512500574,225.60126512500574,225.60126512500574,225.60126512500574,225.61805266601732,226.60107220802456,226.60107220802456,z,1,0.770266375009669,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
-50,x,22,0,88,0,,,,,227.40070908301277,228.3841102910228,228.3841102910228,228.3841102910228,228.3841102910228,228.40065137500642,229.3842185829999,229.3842185829999,x,1,0.5273453340050764,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
150,v,22,1,89,1,,,,,229.93410908299848,230.918068125,230.918068125,230.918068125,230.918068125,230.93516395799816,231.9178897080128,231.9178897080128,v,1,0.38538970798254013,None,412603,001,2023-10-17_16h54.22.548,sequential_learning_exp,2023.1.3,60.33152146403869,
